codigo_solicitado,cod_solic_desc
11156951,PLMCEL S513 TEM DDR3 SKD SC7731E
11157124,PLM POS-RIH470EM PLUS V002 DDR4 BOREO
11157178,TECLADO MSTE TE MP UE2020
11157332,TAMPA C GREY BCKLT NTB N15WP6 V2
11157350,PINPAD BP 5000
11157406,GAB SFIW02 INWIN TOOLLESS
11158285,CABO FLAT SUB 92.5*37.8*0.12MM NTB K116N
11158291,BOTAO POWER LATERAL ABS CINZA K116N
11158362,PLM K116N N3350 LPDDR4 JABIL JABIL
11158386,PLM VJFE-CL 1.2 I7-10510U DDR4 BOREO BOR
11158427,CONJ PLM LIO V3 SRV
11158703,TAMPA C SILVER BCKLT NTB N15WP6 OLD CAPS
11158787,FFC RJ TO MB 48.5MM 60V 22PIN NL40CU
11158790,LCD 14 HD / EDP NL40CU1 LOGO POSITIVO
11158914,PLMCEL S533 BOREO LPDDR3 BOREO SC7731C
11159046,CAMERA TRASEIRA 8MP SENS SP8409 AF S533
11159236,PROC CORE I5 8500 SR3XE TRAY DSK INTEL
11159309,SSD 256GB SATAIII SU800SS ADATA
11159671,TAMPA C NON BL K/B BMORN N14AP6
11159717,PLM V142R 4G 64GB IMP Z8350 LPDDR3 JABIL
11159787,PLM POS-RIQ370EB D9500TSR3XD I5-9500T DD
11159805,MEM 16GB DDR4 PC21300 SODIMM KMAX
11159832,PLM POS-RIB360EE C8300SR3XY I3-8300 DDR4
11159950,ALTO FALANTE 1W 8P N14AP6
11159992,LCD LCD 14.1` NT140FHM-N44 BOE
11160001,TAMPA DE BATERIA GRAFITE S431B
11160005,ADAPT AC/DC F15L3-050300SPAE 15W 2P FREC
11160023,BATER 1C LI-PO 4000MAH TEM MONT
11160146,BASE DE ALUMINIO TIPOV+I W2150/A215U2 V2
11160161,PLM K116N 4GB 128GB N3350 LPDDR4 JABIL J
11160162,LCD 15.6` FHD NB50TH POSITIVO V4
11160327,PLM V142R-2 2GB Z8330 DDR3 JABIL JABIL
11160422,HUB USB-A 3.0 4P MODEL 303 STC
11160523,CAMERA FRONTAL 2MP SENS GC2385 FF SP2
11160674,PLM VJFE-KL 1.2 I5-8250U DDR4 BOREO CKD
11160697,CPU HEATSINK MODULE VAIO ICE LAKE
11160866,DISPLAY LCD 15.6 FHD N15WP6 GRAY ILK 2
11161038,TAMPA D N15WP6 BMORN ICE LAKE SILVER
11161078,TAMPA C ICELAKE N15WP6 DARKGRAY
11161091,TABLET POSITIVO T770KC LVDS(B)
11161189,ADAPT AC/DC FJ-SW1202500R 30W 2P EMDOOR
11161196,PLR WI-FI/BT WLESS 9462 INTEL
11161381,CONJ PLM T770C LVDS SAT INN SERV
11161703,MON LED 21.5` AOC 22P1E
11161707,LCD 14.1 IPS HD G RED N14 ECOSISTEM
11161823,TAMPA COVER D GOLD N14 ECOSISTEM
11161835,LCD 13.9 IPS HD G GRAY N14 ECOSISTEM
11161837,TAMPA COVER D GRAY N14 ECOSISTEM
11161853,CABO FLAT 200X15.5MM 30PIN AUDIO N14ZP7
11163709,TAMPA DE BATERIA T2040 PRETA PRODESP
11163726,MON LED 21.5` AOC 22P1E
11163727,PLMCEL 0600-M17QF64G-14R BOE LPDDR4 SRV
11163731,CONJUNTO FRONTAL T2040 LCD HENA
11164067,PL DE REDE CONECTOR RJ45 CF40CM SKD
11164388,ALTO FALANTE KDS1511 S509N
11164415,TAMPA DA BATERIA VERMELHA S509N/S509 4G
11164422,TAMPA DA BATERIA PRETA S509N
11164453,LCD 14 FHD / EDP NL40CU1 LOGO POS PANDA
11164458,CONJUNTO TERMINAL DO MESARIO
11164485,ADAPT AC/DC ARSENAL II S29A00POD RET 40W
11165203,CONJUNTO FRONTAL S514  PRETO JT
11165207,FPC BOTOES LAT LIGA/DESL VOL PRETA S514
11165260,CONJUNTO FRONTAL T2040 LCD BOE
11166953,CABO FLAT 200X15.5MM 30PIN AUDIO N14AP7
11166964,LCD 13.9 IPS HD G GRAY K142 PS
11167015,LCD 13.9 IPS HD G RED K142 IPS
11167016,LCD 13.9 IPS HD G RED K142
11167342,DISPLAY LCD 15.6 FHD N15WP6 GRAY CA 1MP
11167419,PLM POS-RAA320EI PRO 3600 DDR4 BOREO BOR
11167814,TAMPA DE BATERIA T2040 BK LOGO SP
11167944,PLMCEL S509N SC7731E LPDDR3 BOREO PLMCEL
11167983,MEM 16GB DDR4 PC23400 SODIMM NFORZA MONT
11167991,DISPLAY LCD 14.1 FHD N14WP6 REFRESH BOE
11168911,LCD 11.6 GLARE ZTM116PANE4012 K116N
11169511,COVER D CF40CM GRAY V2
11169513,CABO FLAT SUB IG118 40P-45P 92.5MM K116R
11169528,CONJUNTO FRONTAL HF Q20 V2
11170138,CAM TRASEIRA 5MP SENS S5K5E2 S509N
11170153,CAM FRONTAL 5MP SENS S5K5E2 S514
11170338,LCD 14.1 TN HD N14JP6 N140BGA-EA4
11170377,CONJ CAMERA N15WP6 SRV
11170406,PLM CF40CM I5-10310U DDR4 BOREO BOREO
11170413,CONJ TAMPA B N14DP6 SRV
11170414,CONJ TAMPA A N14DP6 SRV
11170561,LCD 14.1 IPS HD G GRAY N14 ECOSISTEM
11170573,MEM 4GB DDR3 PC12800 SODIMM ADATA MONT
11170576,LCD 11.6 GLARE SL116PP40Y1008-D00 K116N
11170613,PLM CF40CM I7-10510U DDR4 BOREO BOREO
11170683,CONJ PLM T770C LVDS SAT BOE SERV
11171219,PLM POS-RIQ370EB E9600TSRF4F I5-9600T DD
11171236,TV SMART AOC 43POL 43S5195/78G
11171255,CVI PCI-E 3.0 4GB GDDR5 GTX 1050 TI GIGA
11171274,CANETA TOUCH CAP ESFEROGRÁFICA ER197B
11171529,PLM T2040 HENA OVP 32GB LPDDR4 JABIL SC9
11171603,PLM N240WU-V RET I3-8130U DDR4 BOREO CKD
11171666,ADAPT AC/DC PA-1650-90BB_1 EC 4MM 65W 3P
11171677,PLM NL40CU-1 I3-10110U DDR4 BOREO
11171728,PLM POS-RAA320EI SPECIAL BID V005 DDR4 B
11171823,TAMPA C TP/TCL/PW NP11G-E EMDOOR
11171830,LCD 11.6 02.SKD.NP11GEAYX04 NP11G-E
11171832,LCD 11.6 02.SKD.NP11GEAYX03 NP11G-E
11171836,LCD 13.9 IPS HD GRAY K142
11171868,PLM N14ZP7 4GB 64GB Z8350 DDR3 JABIL
11171910,PLM K116R 4GB 128GB N4020 LPDDR4 JABIL
11171929,PLM K142 4GB 64GB Z8350 DDR3 JABIL
11171998,CONJ PLM N14DP7 N4020 4G SEM EMMC
11172223,LCD 14 FHD/WVA/120HZ/N7/ LM140LF1F (LED)
11172617,"LCD 14,1 HD DARK GRAY N14ZP6"
11172623,LCD 14.0 TN HD GRAY N14 ECOSISTEM
11172639,CABO USB TIPO C PRETO 80CM ISHENG
11172649,CONJ FRONTAL BOE + FITAS S509 4G SRV
11172761,PLM K142 4GB 128GB Z8350 DDR3 JABIL
11173220,LCD 15.6` HD AG DARK GRAY N15WP6
11173230,LCD 15.6` HD AG DARK SILVER N15WP6
11173250,CVI PCI-E 3.0 6GB DDR6 GTX 1660 ZOTAC GT
11173263,PLM T2040 OVP 32GB BOREO LPDDR4 BOREO SC
11173279,PLM POS-AIQ270DX BG4400SR2DC G4400 DDR4
11173288,ADAPT AC/DC PA-1450-26BA_2 EL 4.75M 45W
11173331,PLM POS-PIB150DT A3930SR35K G3930 DDR4 B
11173453,BATER 4C LI-ION 3175MAH 50WH
11173659,LCD 11.6 FHD IPS SSD_M116B40 K116R
11173776,SSD 256GB NVME M2 M.2 SSSTC
11174049,CONJUNTO FRONTAL S514 PT HF ICNL9707+BOE
11174060,TAMPA COVER C RED N14 ECOSISTEM
11174077,TCL ABNT2 SK-6620 USB H3-03417 SR-1 USB
11174092,MON LED 23.8 LG 24BN650U H3-03417 SR-II
11174159,PL USB2.0+RJ45+SD CARD+AUDIO N14KP6 SKD
11174240,HUB FLEXPORT 4 PORTAS SRV
11174249,PLM POS-EIH310EF ALC 897 DDR4 BOREO BORE
11174271,PL SUB IO USB/TF CARD N14JP6-V2
11174272,CONJUNTO TRASEIRO VERDE CKD STONE L3
11174333,TAMPA COVER C GOLD N14 ECOSISTEM COM ANT
11174350,CONJ FRONTAL VERDE LCD CKD STONE L3 IND
11174396,LCD 13.9 TN HD RED (AB058) N14DP7-V2
11174414,TAMPA COVER C RED K142 BEIRUIER
11174445,TAMPA COVER D GRAY CW14
11174718,CONJ PAINEL LCD 1.11.N14DP6.00007 SRV
11174723,TAMPA COVER C GOLD C/ANT (C0009) DP7-V2
11174733,TAMPA COVER C RED C/ANT (C0018) DP7-V2
11174736,PLM POS-RIH470EM I3-10100T DDR4 BOREO BO
11174781,PLM NP11G-ER2 4GB N4020 LPDDR4 BMORN SKD
11174834,LCD 14' FHD IPS WHITE (AB029) N14WP6
11175067,LCD 14` TFT HD GRAY CW14Q01P
11175068,FEATURE PHONE POSITIVO P26 ID B
11175079,"BATER 1C LI-PO 5000MAH 18,96WH TRANSSION"
11175261,PLM CW14Q01P 128GB Z8350 DDR3L JABIL
11175270,PL CONEXÃO SATA A215U2 SKD V2
11175327,FPC BOTOES LATERAIS N10P
11175345,LCD 15.6 FHD N15WP6 SILVER BOE CV1
11175400,TAMPA COVER C N14JP6 NEW SUPPLY
11175415,ALTO FALANTE SPS1115G-J-02-02 N10P
11175488,TAMPA COVER D RED CW14Q01P
11175491,TAMPA DA BATERIA PRETA N10P
11175711,LCD COVER AB GRAY N/G N14DP7V-2 BOE
11175740,TABLET POSITIVO T770E MIPI(F)
11175784,PLM K142-V2 4GB 128GB Z8350 DDR3 JABIL
11175800,PLM NP11G-ER1 4GB N4020 LPDDR4 BMORN SKD
11175918,PLM POS-RIQ370ED PLUS 16GB I7-9700 DDR4
11175997,PLM K116R 4GB 128GB N4020 LPDDR4 MALAT J
11176100,PLM CF40CM-V2 I5-10310U DDR4 ECS SKD
11176124,PLM CW14Q01P-V2 4GB 64GB Z8350 DDR3L JAB
11176126,PCBA T800-PA-232 SKD
11176139,FRONT HOUSING T800 LCD SAT
11176236,MEM 16GB DDR4 PC25600 DIMM ADATA MONT
11176270,PLM POS-RAA320EI DASH 8GB A8-9600 A8-960
11176275,PROC CORE I3 10300 SRH3J TRAY DSK INTEL
11176425,PLM CW14Q01P-V2 4GB 128GB Z8350 DDR3L JA
11176466,PLM UE2020 4GB ATOM X5-E3490 DDR3 BOREO
11176578,TAMPA C BL N15WP6 REFRESH W11 GRAY
11176616,PLM B1791 L300 LPDDR3 CKD PLM B1791 L300
11176795,PLM POS-RIB360EE PLUS 8GB I3-9100 DDR4 B
11176819,PLM POS-RIB360EE 9TH 16GB I5-9500 DDR4 B
11176868,KEYBOARD CF40CM ABNT SEM BL
11176918,PLM CF40CM-V2 I7-10610U DDR4 ECS SKD
11177152,CABO NL40MU1 LAN BOARD 90MM / 12P 3.3V
11177202,CABO FFC 30PIN\200X15.5MM\ TP CW14Q01P
11177289,PLM YP11G-ER2 128G 4G N4020 DDR4 SKD
11177317,CAM FF 8M GC08A3-WA1XA A B 4P B TXD V1.0
11177330,PLM POS-RIB360EE 4GB PLUS I3-9100 DDR4 B
11177335,CONJ TAMPA DA BATERIA PRETA HOT11S
11177379,CONJ TAMPA DA BATERIA ROXO HOT11S
11177434,CARREGADOR U180XEE CE BRANCO HOT11S
11177435,CONJ TRASEIRO SUPERIOR HOT11S
11177437,FONE DE OUVIDO BRANCO HOT11S
11177451,MODULO LEITOR BIOM?TRICO HOT11S ROXO
11177584,"BATER 1C LI-PO 4000MAH 14,08WH UTL SKD"
11177608,CAM FF 8W GC6153 A P 1P B HDY V1.0 HOT11
11177617,PLM VJFE-CL V2 8GB I5-10210U DDR4 BOREO
11177656,CABO DADOS MICRO USB HOT11
11177659,CONJUNTO FRONTAL T2040 VAREJO
11177668,PLM W2150G-V2 4GB 64GB N4020 LPDDR4 BORE
11177732,CONJUNTO TRASEIRO LIO 2 TRADEIN SRV
11177869,CAMERA DUPLA 2MP/5MP TABLET T2040B
11178034,MON LED 18.5` BOE SE18N-PBM POS
11178050,MON LED 21.5 LG 22BN550Y
11178087,CONJ FRONTAL T2040 PT SAT101AT40I28Y03
11178116,PLM POS-RIQ470EN V001 8GB I5-10500T DDR4
11178128,BATER 1C LI-PO 1300MAH FSHIP MONT
11178140,LCD FHD CF40CM LOGO POSITIVO NEW PAD
11178230,MODULO LEITOR BIOM?TRICO ROXO N10P
11178240,TAMPA DA BATERIA ROXA N10P NFC
11178265,LCD HD NP11G-E 11.6 RM116NWN6 2ANT SX
11178303,PLMCEL T2040C HENA LPDDR4 SKD SC9863A
11178395,"BATER 2C LI-ION 5150MAH 39,14WH EMDOOR S"
11178780,ADAPT AC/DC PA-1650-90BB_3 EV 65W 3P LIT
11179009,FPC P2T37707B0 T2040B SRV
11179069,BATER 2C LI-ION 5000MAH 57WH ECS SKD
11179148,LCD 14 FHD N14LP6 COBALT GRAY BOE
11179246,"BATER 1C LI-ION 5000MAH 18,5WH BOREO BOR"
11179269,PLM POS-RIH510EZ BASIC 8GB I3-10300 DDR4
11179293,PLM POS-RIH670EU PLUS V002 DDR4 BOREO
11179325,PLM POS-RIH510EZ BASIC 16GB I5-10400 DDR
11179367,PLM A215U2 CAM 8GB I3-8130U DDR4 BOREO B
11179402,LCD 14.1 FHD WHITE N14WP6 OYV1RDFF6 RF2
11179493,PLR WI-FI/BT WLESS AX201.NGWG.NV FLEX MO
11179851,PLM POS-RIH670EU PLUS 4GB I3-12100T DDR4
11179856,PLM NL40MU1 D02A I3-1125G4 DDR4 BOREO BO
11179869,PLM VJFE-ADL I5-1235U DDR4 BOREO
11179887,CABO MICRO USB NACIONAL I-SHENG HOT11
11179900,PLM VJFE-ADL 4GB I3-1215U DDR4 BOREO BOR
11179912,PLM POS-RIH470EM 8GB I3-10100T DDR4 BORE
11180709,SSD 256GB M.2 PCIE GEN3X4 SM2P32A8 ADATA
11182371,PLM CG15D12P 4GB 128GB N4020 DDR4 JABIL
11182391,CONJUNTO FRONTAL 3 T2040B
11182418,CONJ FRONT T2040 SAT101AT40I28Y03 V2
11182509,PLM CF40CM-V2 I5-10210U DDR4 BOREO
11182523,PLM VJFE-ADL 8GB I3-1215U DDR4 BOREO
11183159,CONJ FRONTAL T800 PT LCD SAT
11183215,CAMERA DUPLA T2050C KYT-9467
11183228,LCD 15 FHD NT156FHM N15LP6 PRATA
11183240,CONJ FRONT T2050C K101-IM2BYL03A-L
11183243,TAMPA C GRAY CG15D12P BER SPEAKER V2
11183279,TAMPA COVER D GRAY CG15D12P V2
11183447,FPC CHAVES LATERAIS ST6 YD
11183464,MÓDULO LEITOR BIOMÉTRICO PT ST6
11183506,ALTO FALANTE 1206W AC ST6
11183568,PLM K116R 4GB 128GB N4020 LPDDR4 JABIL
11183582,"BATER 1C LI-PO 5000MAH 18,5WH EPUDO SKD"
11184257,CABO LCD ADPT2_GLKT2
11184288,LCD 21.45 TELA FHD BOE ADPT2
11184415,PL LAN RJ45 DN50E I219 VPRO ALC269
11184452,TAMPA C DN50E HTX MOH+GYT BL FP
11184673,"BATER 3C LI-PO 3300MAH 37,62WH BOREO BOR"
11184692,PLM POS-RAA320EI V006 8GB 4600G DDR4 BOR
11184693,PLM POS-RIH510EZ PLUS 8GB I5-10400 DDR4
11184721,PLM VJFE-ADL PRO 4GB I3-1215U DDR4 BOREO
11184754,MICROFONE S753-MFN S620
11184992,PLM POS-RIH470EM 8GB I5-10400T DDR4 BORE
11185008,PINPAD BP 5000 V.1 FLEX MESH
11185170,PLM DN50E-140H I5-1235U DDR4 IP3 SKD
11185199,PLM POS-RIH470EM PLUS 8GB V002 I3-10100T
11185479,CAM FF 16M HI-1631Q A B 5P B TS V1.0
11185494,CAM FF 2M GC02M1 YM P 3P+IR B SJ V1.0
11185509,PLMCEL S620 1GB LPDDR3 BOREO SC7731E
11185571,PLM VJFE-CL V2 8GB I7-10510U DDR4 BOREO
11185581,CONJUNTO TERMINAL DO MESARIO UE2022
11185591,PAINEL FRONTAL DO TE UE2022
11185644,CONJ FRONTAL + PL SUB PT HK H20I
11185702,PLM ADPT2 4GB I3-1215U DDR4 BOREO BOREO
11185768,PLM N14DP9 4GB 64GB N4020 DDR4 JABIL CKD
11185778,CABO DADOS USB NOTE 12 PRO
11185784,PLM POS-RIH510EZ PLUS 8GB I3-10300 DDR4
11185790,PLM N14DP9 4GB 128GB N4020 DDR4 JABIL CK
11185823,NEW COVER A GRAY N14ZP7 SRV
11185834,PLM ADPT2 16GB I7-1255U DDR4 BOREO BOREO
11187158,PLMCEL HOT 20I X665E MT6592V LPDDR4 BORE
11187159,PLM DN50E-140H I5-1235U DDR4 BOREO
11187784,PLM NL40MU1 D03 I5-1155G7 DDR4 BOREO BOR
11187858,PLM VJFE-ADL-V2 I5-1235U DDR4 BOREO
11187880,CABO DADOS MICRO-USB LINHA TWIST 5 NAC
11187907,PLM VJFE-ADL PRO 16GB I7-1265U DDR4 BORE
11187921,PLM VJFE-ADL V2 8GB I5-1235U DDR4 BOREO
11187922,PLM VJFE-ADL V2 16GB I7-1255U DDR4 BOREO
11187933,PLM VJFE-ADL V2 8GB I7-1255U DDR4 BOREO
11187936,PLM VJFE-ADL V2 4GB I3-1215U DDR4 BOREO
11188543,LCD 14 FHD DN50 NT140FHM-N44 CA720P
11188747,BATER 3C LI-ION 3300MAH 37WH QUANT CKD
11188800,PLM VJFE-TGL I5-1135G7 DDR4 BOREO
11188841,PLM VJFE-ADL PRO 8GB I3-1215U DDR4 BOREO
11188870,PLM VJFE-TGL 16GB I5-1135G7 DDR4 BOREO B
11188871,PLM VJFE-TGL 8GB I5-1135G7 DDR4 BOREO BO
11188889,LCD 15 FHD NT156FHM 1MP N15LP6 PRATA
11189717,PLM VJFE-TGL 8GB I5-1135G7 DDR4 BOREO BO
11189778,TAMPA D N15LP6_TP6_EPA COBALT GRAY
11189924,MEM 16GB DDR4 PC25600 SODIMM ADATA
11190091,MEM 8GB DDR4 SODIMM ADATA
11190104,ADAPT AC/DC PA-1650-90S2_1 65W 3P LITEON
11190234,TRAVA SEG CB 2M 4MM SU SLIM EVERTOP
11190338,CAMERA TRASEIRA 2MP SENSOR BF2253L S650
11190361,"BATER 1C LI-ION 3500MAH 13,30WH TEM CBU"
11190418,PLM CG15D12P 4GB E128GB N4020C DDR4 JABI
11190482,TAMPA BATERIA AZUL BRILHO S620
11190520,MOD IMP RELAT MIR 2022
11190648,PLM POS-EIH610EX 16GB I5-12400 DDR4 BORE
11190685,SSD 128GB M.2 PCIE GEN3X4 SX6000LNP ADAT
11190703,CONJ TRASEIRO PRETO L400 REDE INJ CKD
11190899,CONJ DECO LARANJA INTERNO L400 INJ CKD
11191321,PLM N15QPE 4GB E128GB 7C GEN 2 LPDDR4 BO
11191396,"BATER 2C LI-ION 7000MAH 26,6WH ZTECH SKD"
11191463,CONJUNTO FRONTAL TL10
11191464,CONJ. TAMPA BATERIA VAIO LOGO PT
11191955,BATERIA MOEDA CR1632 AUTOADESIV L400
11191980,PLM L400 1GB 8GB LPDDR3 BOREO MT8766V/WB
11192315,PLM ZT1036-TL10 LPDDR4 BOREO T616
11192386,MEM 16GB DDR4 SODIMM SMART MONT
11192549,PLM POS-RAX300ES V003 PRO 4350GE DDR4 BO
11192774,PLM POS-EIH610EX 16GB I5-12500 DDR4 BORE
11192782,CONJ TRASEIRO PRETO L400
11192889,PLM CG15D12P 4GB E128GB N4020C DDR4 JABI
11193132,PLACA SUB H6127 2 A1 V1.1 SM7
11193133,CONJ FRONT PT DS PT SM7
11193175,LENTE VIDRO XG PT SM7
11193230,PLM T2040 2GB E64GB JABIL LPDDR4 CKD SC9
11193295,PROC RYZEN 5 PRO 4655GE TRAY DSK AMD
11193369,PLM N14DP9 4GB 64GB N4020 DDR4 JABIL CKD
11193409,MEM 8GB DDR4 SODIMM SMART MONT
11193620,LCD 14   GRAY 1366*768  BOE\HD N14DP9R
11193652,PLM N14DP9R 4GB 128GB N4020C DDR4 CKD
11193653,PLM SMART 7 LPDDR4 BOREO MT6761V
11194150,BATERIA T780F 3.8V 3100MAH SRV
11194156,BATERIA T780G 3.8V 3100MAH SRV
11194160,PLM  T780G  A133+2G+64GB SRV
11194161,PLM MIPI BOE T780F PROC A133+2G+64GB SRV
11194175,PLM K116R 4GB 128GB N4020 LPDDR4 JABIL B
11196090,PLM VAIO-TGL PRO TPM I3-1115G4 DDR4 BORE
11196446,CONJ TAMPA BAT AZ N305G
11196695,PLM ADPT2 16GB I5-1235U DDR4 BOREO BOREO
11196813,PLM N14DP9R 4GB 128GB N4020 DDR4 BOREO
11196821,PLM N14DP9R 4GB 128GB N4020C DDR4 BOREO
11196938,CONJ FRONT PT BR SM7
11197898,CONJ FRONTAL T780G SRV
11198377,LENTE CAM 18.3*0.55 PT AUX H304G
11198665,CABO FLAT TP LI9B LTE 6P 60V
11200338,PLM NP11G-ER1 4GB E64GB N4020 LPDDR4 JAB
11201221,PLMCEL L300 KOZEN LPDDR3 SKD MT8765WB
11201843,PL LAN DN50E I219 VPRO ALC269-VC3
11201895,CONJ TAMPA IMP LARANJA L400 REDE INJ
11203231,CONJ FRONT T810C PT S/PEL FPC1
11203368,PLM VJFE-ADL V2 I3-1215U BOREO
11206220,NOBREAK SMS PREMIUM 1500VA 29501
11207031,KIT TECLADO E MOUSE WIRELESS KM206W
11156035,null
11158783,null
11163155,null
8000301,MON LED 15.6 POS SMILE LIGHT 5620 POS
8000352,MON LED 15.6 POS SMILE 5623 POS
8000381,MON LED 15.6 POS STILO5600 MAO POS
11060130,FONTE ATX 150W SL-8150BTX APEX MAN
11082408,"HDD 500GB 3,5` SATA SEAGT ST500DM002"
11087978,TCL ABNT2 KB2005A W8 PS2 PR WRIDR POS
11089307,"HDD 500GB 3,5` SATAIII TOSHB DT01ACA050"
11090591,TCL ABNT2 RD-K2005A USB PR WRIDR POS
11092107,BATER 3C LI-ION 2200MAH SHUTL MONT
11092454,TCL PR LETR BR WIN 8 NTB SHUTTLE ECOSYS
11092735,"ALTO-FALANTE 1.5W,L&R,DC8ID01"
11092770,"PAINEL LCD,AUO,M185XTN01.0,9.8MM,AG"
11095659,COOLER AMD FHS-A7015S61 DELTA
11105791,TCL EC10IS1 BR WINDOWS SKIRT DOKING ECS
11105845,PAINEL LCD 18.5` M185XTN01.3 AG AUO
11107320,TAMPA D NTB W942SV CLEVO
11107569,COVER C + TECLADO H14 BT58 SU08
11108793,ADAPT AC/DC ADS-25FSG-06 05015GPBR 15W 2
11110030,ADAPT AC/DC ARSENAL S29A00P 40W 2P SALCO
11110117,TECLADO + ETIQUETA NTB WCBT1013
11110226,PLM WCBT1013 Z3735G DDR3L T_FNG CKD
11111166,MEM 8GB DDR3L PC12800 SODIMM TEKON MONT
11112998,ADAPT AC/DC PA-1650-91 65W 2P LITEO
11113178,SUPORTE LEDS E SWITCH BRILHO FRACO CE685
11113394,PAINEL LED 23 HR236WU1-300 AG BOE
11113432,PLM H14BT58 5.0 N2808 DDR3L SHUTL CKD
11113483,BATER 1C LI-ION 1800MAH RAGTK CKD
11113670,"HDD 1TB 2,5` SATA DIGIT WD10JPVX NAC"
11113722,PLM DH3BU01 I3-5005U DDR3L SHUTL CKD
11114328,CABO DP (M) PARA HDMI (M) 1.8M SECCON
11114946,PLM POS-PIB150DP TPM 1.0 DDR3L PEGTR ECO
11115151,"HDD 500GB 2,5` SATAIII WESTE WD5000LPCX"
11115611,COVER C BAIXO RELEVO + TECLADO H14ID8
11117020,SSD 120GB SATAIII 535 SERIES INTEL
11117211,PLM POS-PIB150DP TPM 1.0 DDR3L PEGTR MON
11117242,"TRAVA NTB 2,00M RL595 SINOX"
11117307,SSD 256GB SATAIII SP600FA3 ADATA
11117372,PLM POS-EAA75DE W8 2.0A DDR3 ECS CKD
11117405,PLM X500 MC3433P RK3026 LPDDR3 KOZEN MON
11117430,FONE DE OUVIDO HS-006CPA K120
11117497,FONTE TFX 300W PI-T300G-F(01) POSIT AUT
11117574,PLM POS-PIB150DR DDR4 PEGTR ECO
11118510,LCD 14 CAM0.3 S14BW01 SHUTT
11118512,BATER 2C LI-PO 3000MAH GLW MONT
11118516,BATER 2C LI-PO 3000MAH SHUTL MONT
11118565,ADAPT AC/DC PA-1400-77 40W 2P LITEO
11118658,BATER S455 RAGTK C/EMB CONS
11119009,CABO DE DADOS MICRO USB D605_S1
11119033,PLM S520 M 3G RAGTK LPDDR2 CKD MT6580A
11119042,CAMERA 2MP FF ZIF25 - SP2509
11119646,PLM POS-PIQ170DU R2 DDR4 PEGTR ECO
11119691,PLM S14BW01 S/EMMC N3010 DDR3L SHUTL MON
11119706,CONJ FRONT (LCD+TP+MOLD) Q3/Q5 BRANCO
11119747,MEM 4GB DDR4 PC17000 SODIMM ADATA MONT
11119766,MEM 4GB DDR3L PC12800 SODIMM TEKON MONT
11119812,PLM K176 KOZEN LPDDR3 CKD MT6735V
11119829,PLM N250JU I5-7200U DDR3L CLEVO CKD
11119847,PROC CORE I5 6500 SR2L6 TRAY DSK INTEL
11120199,LCD 15.6 HD N250JU-V CLEVO
11120515,BATER 4C LI-ION 2200MAH CLEVO MONT
11120517,BATER 4C LI-ION 2200MAH CLEVO MONT
11120519,TAMPA C C/TOUCH NTB N250JU-V
11120633,ALTO FAL E+CABO 2W 4OHM N250JU-V CLEVO
11120634,ALTO FAL D+CABO 2W 4OHM N250JU-V CLEVO
11120752,PLM S550 DPX FSHIP LPDDR2 CKD MT6572A
11121140,COVER C S14BW + TECLADO
11121142,PLM N1103BW N3060 LPDDR3 ZOWEE MONT
11121260,"CABO USB 5V,1M, RS274D025 BRANCO Q7"
11121467,FONTE TFX 250W PI-T250G-D(01) FSP AUT
11121517,BATER 1C LI-ION 2200MAH RAGTK CKDFP
11121636,CONJ FR (LCD+TS) S520 3G PRETO SKYWORTH
11122025,PLM N250JU C/WIFI I5-7200U DDR3L CLEVO C
11122027,PLM POS-PIB150DR TL DDR4 PEGTR ECO
11122235,ADAPT AC/DC PA-1650-91 65W 2P LITEO
11122241,"HDD 500GB 3,5` SATAIII SEAGT ST500DM009"
11122300,PLM S14BW01 EMMC I N3010 DDR3L JABIL MON
11122330,PLM K179 32+2GB JABIL LPDDR3 MONT MT6753
11122399,MEM 4GB DDR4 PC17000 DIMM GDKEY MONT
11122413,PLACA BOTAO TOUCH P/ S14CT01 JABIL
11123489,CONJ FRONTAL - Q17 - PRETO
11123500,FONTE TFX 300W SSP-300TGS SEASO AUT
11123702,CONJ FRONTAL S555 - PRETO
11123799,TAMPA BATERIA MUV AZUL NOVA
11123875,"LITHIUM BATTERY,BCR2016H4.0AM5JB,3.0~3.5"
11124070,ADAPT AC/DC PA-1650-90S2 65W 3P POS
11124130,ADAPT AC/DC DA-90F19-BAAN 90W 3P APD
11124136,PLM S14SL01 S/EMMC I3-6006U DDR3L SHUTL
11124198,ADAPT AC/DC PA-1650-91S1 65W 2P LITEO
11124397,PL SUB QUANTUM Q11 JABIL MONT
11124626,CONJUNTO PLACA MAE S430B
11124658,MEM 4GB DDR4 PC17000 DIMM ADATA MONT
11124736,KIT TCL+MOUSE U3100 WIFI LOGITECH
11124783,SSD 128GB SATAIII SU800BR2 ADATA
11125094,LEITOR DE CARTAO MP-18
11125191,PLM N250JU V2 I3-7100U DDR3L CKDFP
11125194,PL USB N250JU-V BOREO CKDFP
11126569,BATER 2C LI-PO 4200MAH SHUTL MONT
11126665,PLM T1075 32 DRAM N MT8735 LPDDR3 BOREO
11127281,CABO LVDS BLINDADO U3100
11127350,CAMERA LIO2 - BLX
11127627,LCD 14 GLARE 3.0MM V3 W/LOGO CHT14B
11127631,PLM CHT14B 8M EMMC/WIFI N Z8350 JABIL MO
